#ID	1CC.C082	2UC.C091	3UC.C066	4UW.C077	2UC.C074	1CW.C136	3UW.C101	3CC.C116	3CW.C102	3CC.C086	2CC.C154	4UC.C099	2UW.C126	1UC.C149	3CW.C151	1UW.C153	2UW.C100	1CW.C096	1CW.C089	4UW.C128	6CW.C145	4CW.C130	1CC.C085	6UW.C095	6CC.C134	4CC.C150	5CW.C075	5CW.C132	6UC.C083	6CW.C137	5UC.C146	5CC.C161	6UC.C079	6UC.C131	2UC.C093	6CC.C026	1CC.C156	4UC.C159	5CC.C157	3CW.C090	4CW.C084	4UW.C144	5UW.C098	6UW.C127	5CW.C088	2CC.C139	6UW.C158	4CC.C125	3UW.C143	5UC.C162	1UC.C141	2UW.C147	5UW.C070	3CC.C081	2CW.C160	3UC.C140	taxonomy
590416	1	3	4	1	1	3	0	11	2	1	4	0	0	2	8	5	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	3	1	0	4	0	0	0	0	0	2	0	2	0	0	0	1	0	7	1	4	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
514050	0	1	9	0	4	1	6	5	1	3	0	0	1	4	2	3	6	2	1	3	0	0	2	1	0	1	0	0	1	1	0	0	0	1	3	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	2	1	0	2	1	2	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteria;  o__Sphingobacteriales;  f__Chitinophagaceae;  g__;  s__
594318	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	3	2	0	1	0	10	1	10	2	3	0	0	4	0	1	9	0	1	0	1	3	5	0	2	0	0	4	0	0	10	0	0	0	k__Bacteria;  p__Verrucomicrobia;  c__Spartobacteria;  o__Spartobacteriales;  f__Spartobacteriaceae;  g__MC18;  s__
30667	3	0	3	1	0	0	0	2	0	4	0	4	1	0	0	2	2	0	0	2	4	0	1	5	0	1	1	2	0	0	4	6	1	0	1	1	0	0	0	0	0	0	2	4	6	0	2	0	2	0	0	0	6	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__Micromonosporaceae;  g__Actinoplanes;  s__Actinoplanes ferrugineus
587675	4	0	1	4	4	4	0	0	4	2	0	1	0	1	0	2	1	6	2	1	0	2	3	0	1	0	0	0	2	0	0	0	1	1	4	0	0	0	0	4	2	1	0	0	0	2	0	1	2	0	3	2	0	0	4	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__MC47;  f__;  g__;  s__
547191	2	2	1	0	1	0	0	1	0	1	0	3	0	1	0	0	1	2	0	0	1	0	1	3	1	4	2	1	1	1	1	1	1	1	3	3	0	2	5	1	2	0	3	0	10	0	2	1	1	0	0	0	1	1	1	0	k__Bacteria;  p__Chloroflexi;  c__SOGA31;  o__;  f__;  g__;  s__
591009	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	2	6	1	3	6	3	0	1	1	0	0	0	5	0	2	0	1	2	1	0	0	0	0	10	0	0	8	5	0	0	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__Rhodoplanes;  s__
13098	0	1	0	0	0	1	1	4	0	0	6	0	4	2	0	1	0	0	0	1	0	0	0	2	0	1	0	1	7	4	2	0	0	0	4	1	0	1	0	1	0	0	0	2	0	0	7	0	0	0	4	4	3	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__Mycobacteriaceae;  g__Mycobacterium;  s__
580241	1	1	0	0	0	1	2	10	0	2	0	0	0	1	0	8	0	0	0	0	0	0	0	0	3	4	0	2	4	1	0	0	0	1	6	0	1	0	0	1	0	1	0	1	0	1	3	1	0	0	0	1	1	5	1	1	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__Rhodoplanes;  s__
583759	0	1	1	1	1	0	2	1	0	1	2	0	0	0	0	0	5	2	4	0	0	0	2	0	2	0	0	2	0	1	1	13	2	0	1	0	1	2	0	0	0	0	1	0	3	0	1	3	0	0	2	1	2	0	3	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__;  f__;  g__;  s__
240036	4	1	0	3	0	0	2	2	1	3	1	0	2	1	0	3	0	1	1	1	1	0	1	12	0	1	0	0	0	0	0	0	0	1	1	0	3	0	2	0	0	5	0	0	1	0	1	4	0	0	0	0	0	1	3	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Solirubrobacterales;  f__;  g__;  s__
4995	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	2	3	0	0	0	1	5	3	1	0	0	2	4	0	0	1	0	5	0	0	1	0	0	0	0	1	0	0	1	2	0	1	3	3	1	9	0	6	3	0	0	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Bradyrhizobiaceae;  g__;  s__
500340	0	0	0	0	0	0	0	0	0	0	1	5	3	2	0	1	0	0	1	2	2	1	1	6	1	3	3	5	1	0	1	1	0	0	0	1	0	0	1	2	0	1	2	2	0	0	1	1	0	3	0	1	1	4	0	3	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Solirubrobacterales;  f__Solirubrobacteraceae;  g__;  s__
551647	0	1	2	0	3	0	1	5	0	2	2	0	1	0	1	7	2	2	2	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	5	0	3	3	0	1	0	1	0	0	0	1	1	2	1	0	0	2	0	1	1	2	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteria;  o__Sphingobacteriales;  f__Chitinophagaceae;  g__;  s__
584262	1	1	0	0	8	1	0	0	0	0	5	0	6	1	0	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__MC47;  f__;  g__;  s__
4961	0	0	2	4	0	0	3	3	0	0	1	10	2	0	0	1	0	0	0	0	0	0	0	6	2	0	0	2	0	0	3	0	2	1	0	0	0	2	0	0	0	4	4	0	0	1	2	0	1	0	0	0	0	0	0	1	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Bradyrhizobiaceae;  g__Bradyrhizobium;  s__Bradyrhizobium elkanii
564382	1	0	1	7	2	1	1	1	2	4	1	5	0	3	1	4	2	2	1	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	3	0	1	0	1	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Xanthomonadales;  f__Sinobacteraceae;  g__;  s__
547608	2	1	8	1	3	1	3	1	0	4	0	3	1	0	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	6	0	3	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
249699	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	0	1	1	1	0	1	2	4	0	0	0	0	0	5	0	3	0	2	1	16	0	1	0	0	2	0	0	3	1	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Solirubrobacterales;  f__;  g__;  s__
583688	4	3	1	0	4	1	2	1	2	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	1	1	0	0	0	0	0	1	0	1	0	1	2	0	1	5	2	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteria;  o__Sphingobacteriales;  f__Chitinophagaceae;  g__Flavisolibacter;  s__
128582	2	2	0	0	0	2	1	1	0	2	1	0	1	0	0	7	0	0	5	0	0	0	1	1	1	0	0	5	0	2	0	0	1	1	4	0	1	2	0	1	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	k__Bacteria;  p__Cyanobacteria;  c__Chloroplast;  o__Streptophyta;  f__;  g__;  s__
577738	1	0	1	0	0	0	2	14	0	2	0	0	0	9	1	9	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__Pseudonocardiaceae;  g__;  s__
139670	2	0	0	2	0	1	0	1	0	0	3	0	2	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	9	0	0	0	0	3	1	0	0	0	2	1	0	0	0	1	0	3	4	1	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Alteromonadales;  f__Shewanellaceae;  g__Shewanella;  s__
19731	0	0	1	1	0	0	3	0	1	0	0	0	6	3	0	4	0	1	0	1	3	0	1	2	0	7	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	4	2	0	0	1	0	0	0	0	1	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Solirubrobacterales;  f__;  g__;  s__
548335	1	0	3	1	1	1	0	2	0	1	0	0	5	2	1	3	7	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	3	0	0	0	0	1	0	0	1	0	0	1	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__;  g__;  s__
587309	1	0	0	0	3	0	2	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	2	0	2	0	5	0	3	1	1	0	4	0	2	2	0	0	1	2	1	0	1	1	1	0	1	0	0	2	0	0	0	1	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__0319-7L14;  f__;  g__;  s__
557052	3	0	0	2	1	0	0	1	2	0	1	2	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	7	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	1	11	0	k__Bacteria;  p__Proteobacteria;  c__Betaproteobacteria;  o__MND1;  f__;  g__;  s__
248751	4	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	3	1	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	4	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodospirillales;  f__Rhodospirillaceae;  g__;  s__
575234	0	0	3	0	2	0	1	3	2	0	0	0	2	5	1	1	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	10	0	2	2	0	0	0	0	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteria;  o__Sphingobacteriales;  f__Flexibacteraceae;  g__Cytophaga;  s__
254704	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	2	1	0	0	5	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	1	1	0	0	0	1	0	8	0	0	0	0	0	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__MC47;  f__;  g__;  s__
589151	2	0	0	1	0	0	0	0	1	1	0	0	0	1	2	5	0	7	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	2	1	0	0	0	0	7	1	0	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
249337	1	1	2	0	4	3	7	1	3	1	0	1	0	0	0	1	1	2	2	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__envOPS12;  f__;  g__;  s__
592058	3	0	2	3	1	0	0	1	0	0	1	0	2	1	1	0	0	0	0	0	1	0	7	1	0	0	0	1	0	0	1	0	0	1	2	0	0	0	1	0	1	1	1	3	1	2	0	1	0	0	1	1	0	0	0	1	k__Bacteria;  p__SPAM;  c__0319-6G9;  o__;  f__;  g__;  s__
270648	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	1	1	8	0	0	0	3	0	4	2	1	0	0	3	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;  p__Acidobacteria;  c__S035;  o__;  f__;  g__;  s__
583039	0	7	0	0	0	0	0	0	0	0	7	0	1	0	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	5	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	0	2	k__Bacteria;  p__Proteobacteria;  c__Betaproteobacteria;  o__Rhodocyclales;  f__Rhodocyclaceae;  g__;  s__
139582	1	1	4	1	0	0	0	4	0	0	1	0	5	0	0	2	2	0	0	0	0	0	0	11	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Alteromonadales;  f__Shewanellaceae;  g__Shewanella;  s__
541918	0	2	0	1	1	1	4	1	0	1	0	1	3	0	0	0	2	7	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	0	0	1	0	0	2	0	0	2	1	0	0	1	0	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__;  s__
542243	3	0	0	0	2	1	0	3	0	0	0	0	1	6	0	0	1	1	0	1	0	0	2	0	1	0	1	3	0	0	1	1	1	1	3	1	1	0	0	1	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Acidimicrobiales;  f__EB1017;  g__;  s__
90638	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	3	0	0	0	0	14	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	k__Bacteria;  p__Cyanobacteria;  c__Chloroplast;  o__Streptophyta;  f__;  g__;  s__
137600	2	1	0	1	1	1	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	1	3	2	0	0	0	1	0	0	0	3	1	1	1	0	0	1	0	3	0	2	0	1	1	0	1	0	0	1	0	3	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__MC47;  f__;  g__;  s__
282530	1	0	0	2	3	0	1	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	10	1	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	1	0	3	k__Bacteria;  p__Chloroflexi;  c__SOGA31;  o__;  f__;  g__;  s__
235855	1	1	0	0	0	0	0	2	0	1	3	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	4	0	0	0	0	2	0	1	2	0	2	0	0	1	5	0	0	3	1	0	1	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__Propionibacteriaceae;  g__;  s__
591215	1	1	2	0	0	0	2	1	1	1	0	0	0	1	1	1	0	0	0	0	0	2	10	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Sphingomonadales;  f__Sphingomonadaceae;  g__Kaistobacter;  s__
592796	3	0	1	0	2	0	1	0	2	0	1	0	3	0	0	0	0	0	0	1	0	2	8	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	1	0	1	0	0	0	0	0	1	1	2	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Rubrobacterales;  f__Rubrobacteraceae;  g__Rubrobacter;  s__
539901	0	0	0	3	0	0	1	0	1	0	1	6	0	0	1	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	2	0	2	1	0	0	0	0	4	0	3	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__0319-7L14;  f__;  g__;  s__
193986	0	0	1	0	0	0	2	1	0	0	2	0	2	1	1	0	0	1	0	1	2	0	0	3	0	0	3	0	0	0	1	0	1	0	1	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	1	5	0	1	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
362291	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	1	0	0	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	2	4	0	0	0	0	0	12	0	0	0	k__Bacteria;  p__Verrucomicrobia;  c__Spartobacteria;  o__Spartobacteriales;  f__Spartobacteriaceae;  g__MC18;  s__
579305	0	1	0	0	0	2	0	1	3	0	0	0	0	0	1	2	0	0	0	0	0	1	0	5	0	1	0	0	2	4	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	3	2	1	0	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__Rhodoplanes;  s__
509796	1	0	1	4	0	1	0	1	0	0	1	0	1	3	0	1	0	0	2	0	0	0	1	2	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	1	2	0	2	0	k__Bacteria;  p__Acidobacteria;  c__Acidobacteria-6;  o__iii1-15;  f__;  g__;  s__
591512	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	2	1	5	0	0	0	1	1	0	1	4	0	0	1	1	1	0	0	3	0	0	5	0	0	2	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__MC47;  f__;  g__;  s__
533342	3	0	2	0	0	0	1	5	0	6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__koll13;  f__;  g__;  s__
253146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	1	2	0	2	2	2	1	0	1	0	1	0	0	1	0	0	0	0	0	2	1	6	0	0	2	0	3	0	0	1	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__Mycobacteriaceae;  g__Mycobacterium;  s__
589511	0	0	0	1	0	0	1	1	0	1	7	0	1	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	5	0	0	0	0	0	2	1	0	0	1	0	0	0	1	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__MC47;  f__;  g__;  s__
585038	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	1	4	0	0	0	1	0	2	0	0	0	1	2	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	k__Bacteria;  p__Proteobacteria;  c__Betaproteobacteria;  o__Ellin6067;  f__;  g__;  s__
542341	0	0	0	0	21	2	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Acidimicrobiales;  f__AKIW874;  g__;  s__
534528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Caulobacterales;  f__Caulobacteraceae;  g__Phenylobacterium;  s__
247939	0	1	2	0	0	0	0	9	1	11	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	1	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteria;  o__Sphingobacteriales;  f__Flexibacteraceae;  g__Cytophaga;  s__
570383	0	0	3	0	0	0	3	2	3	1	0	0	0	0	1	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__Pseudonocardiaceae;  g__;  s__
555635	0	1	0	0	4	0	0	0	0	0	4	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	1	0	1	4	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__0319-7L14;  f__;  g__;  s__
554401	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	k__Bacteria;  p__Acidobacteria;  c__Acidobacteria-6;  o__iii1-15;  f__;  g__;  s__
309788	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	3	1	0	0	2	0	1	1	1	1	3	0	1	1	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	5	0	0	1	0	0	0	k__Bacteria;  p__Verrucomicrobia;  c__Spartobacteria;  o__Spartobacteriales;  f__Spartobacteriaceae;  g__MC18;  s__
534805	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	5	2	0	0	1	0	2	0	1	0	0	2	0	1	2	4	0	4	0	0	0	1	0	0	0	0	0	0	1	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Acidimicrobiales;  f__EB1017;  g__;  s__
