	Stool.40	Stool.34	Stool.143	Stool.110	Stool.2	Stool.14	Stool.29	Stool.17	Stool.129	Stool.106	Stool.131	Stool.24	Stool.39	Stool.201	Stool.116	Stool.1	Stool.128	Stool.170	Stool.52	Stool.113	Stool.107	Stool.90	Stool.61	Stool.30	Stool.46	Stool.25	Stool.22	Stool.203	Stool.55	Stool.111	Stool.109	Stool.66	Stool.4	Stool.45	Stool.137	Stool.6	Stool.92	Stool.153	Stool.8	Stool.206	Stool.28	Stool.81	Stool.3	Stool.31	Stool.120	Stool.94	Stool.145	Stool.176	Stool.173	Stool.158	Tongue_dorsum.113	Tongue_dorsum.87	Tongue_dorsum.120	Tongue_dorsum.43	Tongue_dorsum.56	Tongue_dorsum.37	Tongue_dorsum.45	Tongue_dorsum.102	Tongue_dorsum.26	Tongue_dorsum.51	Tongue_dorsum.35	Tongue_dorsum.71	Tongue_dorsum.112	Tongue_dorsum.50	Tongue_dorsum.78	Tongue_dorsum.90	Tongue_dorsum.53	Tongue_dorsum.80	Tongue_dorsum.29	Tongue_dorsum.149	Tongue_dorsum.17	Tongue_dorsum.213	Tongue_dorsum.58	Tongue_dorsum.25	Tongue_dorsum.65	Tongue_dorsum.21	Tongue_dorsum.169	Tongue_dorsum.34	Tongue_dorsum.198	Tongue_dorsum.67	Tongue_dorsum.54	Tongue_dorsum.12	Tongue_dorsum.212	Tongue_dorsum.128	Tongue_dorsum.158	Tongue_dorsum.30	Tongue_dorsum.10	Tongue_dorsum.9	Tongue_dorsum.31	Tongue_dorsum.18	Tongue_dorsum.147	Tongue_dorsum.123	Tongue_dorsum.38	Tongue_dorsum.61	Tongue_dorsum.32	Tongue_dorsum.3	Tongue_dorsum.238	Tongue_dorsum.77	Tongue_dorsum.166	Tongue_dorsum.174	Supragingival_plaque.17	Supragingival_plaque.2	Supragingival_plaque.79	Supragingival_plaque.33	Supragingival_plaque.81	Supragingival_plaque.35	Supragingival_plaque.51	Supragingival_plaque.77	Supragingival_plaque.80	Supragingival_plaque.38	Supragingival_plaque.83	Supragingival_plaque.87	Supragingival_plaque.217	Supragingival_plaque.104	Supragingival_plaque.221	Supragingival_plaque.86	Supragingival_plaque.8	Supragingival_plaque.115	Supragingival_plaque.91	Supragingival_plaque.161	Supragingival_plaque.170	Supragingival_plaque.61	Supragingival_plaque.23	Supragingival_plaque.116	Supragingival_plaque.9	Supragingival_plaque.71	Supragingival_plaque.12	Supragingival_plaque.16	Supragingival_plaque.101	Supragingival_plaque.92	Supragingival_plaque.50	Supragingival_plaque.52	Supragingival_plaque.18	Supragingival_plaque.14	Supragingival_plaque.130	Supragingival_plaque.53	Supragingival_plaque.68	Supragingival_plaque.145	Supragingival_plaque.57	Supragingival_plaque.141	Supragingival_plaque.5	Supragingival_plaque.162	Supragingival_plaque.119	Supragingival_plaque.118	Supragingival_plaque.32	Supragingival_plaque.159	Supragingival_plaque.3	Supragingival_plaque.20	Supragingival_plaque.84	Supragingival_plaque.49
Branched_chain_amino_acid_degradation_regulons	0.759250939214494	0.769138845289301	0.789188709348978	0.748403828193735	0.741290839615168	0.745035891129177	0.728616932290609	0.736006208261715	0.763885062304619	0.746246442638046	0.734629696160418	0.746359206719052	0.763528038108701	0.764604668576781	0.74792004081685	0.747217848224724	0.746916090459508	0.732190966022495	0.762410125278312	0.749242799414702	0.769959096691706	0.757581948380606	0.763105418120194	0.744582517558093	0.732473836860554	0.74498296481063	0.762285024310373	0.766172765702812	0.736118432589194	0.748391027497978	0.765599401106532	0.733670116365244	0.747191707539872	0.761212749816734	0.752572664949643	0.748545158613749	0.766511606157579	0.753536399188809	0.744801953674112	0.767108209067154	0.747377586741202	0.758680172750203	0.748989808902855	0.747355857401334	0.748881660501742	0.749273302195278	0.788593434619399	0.772641744435308	0.749875891441777	0.735648825465622	0.712440213602273	0.722034036949171	0.724733204960326	0.730763156869525	0.725977175406028	0.745187201091338	0.745237778123528	0.702487264526443	0.731198921246952	0.738415872787599	0.735711842481081	0.719057000032005	0.685759369309912	0.720071252892553	0.7204445754728	0.707205796889602	0.726779778570642	0.68773102480062	0.742338973269713	0.721464101206187	0.716276130003609	0.700705141604804	0.736208354562262	0.736654362007065	0.743284216241617	0.719282168900192	0.724580025653086	0.744771727169748	0.722717691254583	0.739548394178008	0.725302194225376	0.713922128926702	0.718247735082195	0.737582218982255	0.705241874736348	0.741031096083523	0.749767581121785	0.757137746027222	0.734661801840751	0.738486490069493	0.712091352426341	0.736560465007017	0.749261558730859	0.742448959450116	0.750621839390019	0.747821076035139	0.69571683378781	0.763527720231779	0.733289404633105	0.733731656305345	0.786207032530075	0.783253144067482	0.709037765347908	0.789419337392823	0.701165935577619	0.74150654298716	0.737791804172955	0.741556938286868	0.744645663575021	0.745521103652128	0.746262654017562	0.774955568394648	0.725541419712121	0.775873087697697	0.71758160381379	0.73250653188088	0.771536240061483	0.726924719896659	0.756492255207711	0.703777160156827	0.700938589094763	0.805298137149902	0.737565502403007	0.722905512677998	0.77673794468822	0.809648748880557	0.732275744944349	0.756938380410014	0.733964631763257	0.732478753120189	0.758498621314431	0.762296315046527	0.759002208552057	0.782130525096672	0.775862277997975	0.769414857682505	0.79141123205169	0.775412593320111	0.767907043191293	0.766902688131746	0.795970680577301	0.740971766005523	0.738400590361637	0.743809283246872	0.779264587595915	0.755397341404066	0.786550446009258	0.761487903747895	0.791827396323068	0.768787599894837
Broadly_distributed_proteins_not_in_subsystems	0.622969863801275	0.649053279109075	0.645831366323938	0.644400020287731	0.6412175727233	0.659596864683037	0.617628502321228	0.666910628791717	0.641032234217273	0.667885538813362	0.662001201485726	0.658847752254857	0.635572235415909	0.615418584927532	0.659399983266553	0.644326576981797	0.659797421484586	0.625294377804765	0.666161910043629	0.664977551301858	0.668599863030863	0.62804485927821	0.659380551045545	0.654667292702338	0.642103541160488	0.652708615470762	0.63528253945237	0.618340992752413	0.627233190777325	0.670942664461835	0.64204711501939	0.626270759652456	0.654014632963642	0.673456133474923	0.679738417380279	0.654815572440515	0.642965711889189	0.680308836549313	0.657943788032774	0.619531703924498	0.655961888124652	0.632223957552574	0.636012866283083	0.623785093628427	0.662715293041086	0.63722669563726	0.669663049377172	0.636997736494404	0.623298365824949	0.66425713292584	0.0720983170554137	0.0830633952622809	0.582721862513596	0.580804912095266	0.615300130822428	0.628781465066842	0.629296184872922	0.59965368007199	0.582968754241847	0.602462229941888	0.566536244359712	0.584755490019747	0.603593472492346	0.565242735853792	0.587698847311354	0.518115126495095	0.0655359823893519	0.521568381298818	0.0685563585301914	0.0551373820125169	0.585457755027603	0.0805166554700773	0.0561002367414323	0.0616522954598178	0.0699043537095239	0.588555757840067	0.0634414146586437	0.0959107672347239	0.0718903146769837	0.0565813356776524	0.0634845410392569	0.0818221783834675	0.0630824602845804	0.0926625793460652	0.54937268208332	0.564596760578034	0.610252861326329	0.0583562991261709	0.595601223148961	0.564276109180938	0.612808250888889	0.0882683268036002	0.104681955677684	0.0735318874713512	0.0783546212982149	0.0685968329557733	0.633655593482903	0.112014784805655	0.0665768312717713	0.0709001266648244	0.123623907980242	0.579385834399346	0.620708073286267	0.145741770690297	0.613873915768252	0.0715937867509751	0.0690501406830894	0.0797909606391651	0.0860934179277582	0.11725537125669	0.0738570305331574	0.124547981091064	0.0999806278279458	0.126470293284774	0.102317564914549	0.0748997919745885	0.135003740930249	0.105527359672106	0.109258483362456	0.482158032853391	0.485312883886405	0.152371390190929	0.144642027288357	0.0968350431758784	0.561831475060841	0.155110377657587	0.1435836192313	0.53736668579971	0.619966963659307	0.63441695688316	0.112721644541877	0.118935821530935	0.0978234590000888	0.143351856720867	0.137937156878207	0.109110866882984	0.544610672772491	0.139196859787044	0.103189750498227	0.130104904776972	0.135395930880745	0.0862782378924174	0.0955411061370114	0.103901181430597	0.141927228894785	0.0874620984158454	0.57292222962468	0.0898233368579324	0.145514441651645	0.183750002624617
Butanol_Biosynthesis	0.790950105836369	0.774693156256698	0.805808017283935	0.774165411803434	0.771796769585758	0.763359551296582	0.763126446651457	0.770356684442052	0.760380756388911	0.774958082325833	0.770337300610517	0.763949075102711	0.795962021037737	0.773517780488406	0.783336481222736	0.777361570902065	0.784450099572139	0.770080175801854	0.770988397451191	0.774290395575067	0.765997570067807	0.777544549452595	0.793302545367306	0.776737808761178	0.766704721304975	0.776605713824716	0.786482207118481	0.775879008614514	0.782049322239805	0.776526048181153	0.789543504490007	0.780834729178812	0.780987840715279	0.779444073343862	0.767570704575447	0.778053433226872	0.789214071519839	0.76864509989225	0.772196448125135	0.809869951556496	0.777887510399027	0.776352145287842	0.804989957933623	0.779305421056022	0.773776573514801	0.766797387419401	0.794721425917359	0.807788431712485	0.77900660726083	0.77295562164098	0.780408724234433	0.785326078236347	0.772803526722563	0.779548119101594	0.782334709275178	0.78938074001513	0.789043537203739	0.76768514059167	0.77616773392834	0.787675210561423	0.788452846541801	0.765136775394189	0.769301920842934	0.777840996955422	0.766179950232859	0.779771063453079	0.778932076128578	0.782163143415228	0.777785748304854	0.779519486069376	0.758123969615083	0.774735056706215	0.782431205474556	0.774662160779777	0.787054123736733	0.761270410869544	0.782472601633205	0.802678218686647	0.788924491172965	0.784448475853219	0.777797979379969	0.7871632405198	0.78494067688433	0.797586847497483	0.785607161678453	0.800946733112829	0.780858340485549	0.789085684001724	0.784316297671627	0.799326109715043	0.76708624394023	0.796604080098337	0.807888689357269	0.788626612692698	0.787974383697285	0.791634574923794	0.781224578902602	0.818164588189929	0.783075279857145	0.783063729079592	0.811588766590474	0.831724284349909	0.759965128499445	0.839985041490631	0.759658597875177	0.78423314303595	0.783066205555639	0.777076266332437	0.780212481340503	0.818847144878449	0.771332464759075	0.813582517789398	0.79056255909443	0.812526510800376	0.791792851991008	0.771214751189595	0.81111946565568	0.801053296932225	0.792297348572462	0.769317404622357	0.767433899612591	0.83402291296451	0.837405575504444	0.798099548197823	0.833769749159316	0.838632584105593	0.836162661265817	0.801396939909722	0.780000264120747	0.77803119571715	0.81373765809053	0.816538367604055	0.794754212202339	0.841542884093175	0.825369584095533	0.817339314142924	0.851252040660822	0.825619753954178	0.815358805552889	0.828969034623682	0.835302804752483	0.775756393321646	0.785835206853139	0.790803373632528	0.836765252704655	0.77530403779746	0.874908472864667	0.820204152655567	0.852598950475215	0.859623931774568
Butyrate_metabolism_cluster	0.104971159689859	0.131804207212161	0.142167740415456	0.0997954455012877	0.080834888443681	0.0900032405797332	0	0.10923203828467	0.123677469885357	0.119118836037238	0.0915392792114374	0.0933937002613849	0.124171536104873	0.109522053491598	0.10889389487371	0.0904853449595784	0.110688414286257	0.0592546419124821	0.119080840241748	0.120693361662424	0.124321191521522	0.124494032990193	0.121954893721774	0.112614839983945	0.0756407928769935	0.112798325318981	0.121754963415293	0.11402412108699	0.00993456754350435	0.121712428040444	0.11476262311244	0.00424929942910028	0.110925242315271	0.131140256660691	0.128554523924706	0.112317434193508	0.114669747234333	0.129321715632474	0.107621495941625	0.124593885424875	0.106314779456597	0.0921669324762882	0.635436749765683	0.107220935911601	0.115509523999326	0.119102750038881	0.14312282814505	0.100427527242783	0.117383491492281	0.0982712343181238	0.0720983170554137	0.0830633952622809	0.0558909221023233	0.0484973748003984	0.621052163379145	0.0732454638372416	0.0720486798129988	0.0544893943375147	0.0494611851221884	0.0630441275950966	0.617539467725406	0.0383208672935481	0.0593382791771579	0.611833839975721	0.0410847925502857	0.0539615333675112	0.0655359823893519	0.0573271431111038	0.0685563585301914	0.0551373820125169	0.030112524309466	0.0805166554700773	0.0561002367414323	0.0616522954598178	0.0699043537095239	0.0355754447451931	0.0634414146586437	0.0959107672347239	0.0718903146769837	0.0565813356776524	0.0634845410392569	0.0818221783834675	0.0630824602845804	0.0926625793460652	0.0748526267459404	0.0895254900812333	0.0485156599398241	0.0583562991261709	0.607574504602787	0.0833656441413524	0.0483369105056088	0.0882683268036002	0.104681955677684	0.0735318874713512	0.0783546212982149	0.0685968329557733	0.0829703962504243	0.112014784805655	0.0665768312717713	0.0709001266648244	0.123623907980242	0.6869349375318	0.0731045736426897	0.145741770690297	0.0700047549798817	0.0715937867509751	0.0690501406830894	0.0797909606391651	0.0860934179277582	0.11725537125669	0.0738570305331574	0.124547981091064	0.0999806278279458	0.126470293284774	0.102317564914549	0.0748997919745885	0.135003740930249	0.105527359672106	0.109258483362456	0.0695633467310749	0.0653211063196847	0.152371390190929	0.144642027288357	0.0968350431758784	0.135367170098737	0.155110377657587	0.1435836192313	0.656393967674643	0.060065330376632	0.05814016283935	0.112721644541877	0.118935821530935	0.0978234590000888	0.143351856720867	0.137937156878207	0.109110866882984	0.143132612507547	0.139196859787044	0.103189750498227	0.130104904776972	0.135395930880745	0.0862782378924174	0.0955411061370114	0.103901181430597	0.141927228894785	0.0874620984158454	0.178527474505366	0.649297257147921	0.145514441651645	0.183750002624617
Cadmium_resistance	0.104971159689859	0.131804207212161	0.142167740415456	0.0997954455012877	0.325497303051762	0.0900032405797332	0	0.10923203828467	0.123677469885357	0.119118836037238	0.0915392792114374	0.166010636418955	0.124171536104873	0.109522053491598	0.10889389487371	0.321559871369137	0.110688414286257	0.0592546419124821	0.119080840241748	0.120693361662424	0.124321191521522	0.445023511231308	0.121954893721774	0.112614839983945	0.0756407928769935	0.112798325318981	0.318125403488652	0.11402412108699	0.00993456754350435	0.121712428040444	0.11476262311244	0.00424929942910028	0.324726924150361	0.131140256660691	0.128554523924706	0.326046263359822	0.114669747234333	0.129321715632474	0.264230563726655	0.124593885424875	0.106314779456597	0.0921669324762882	0.394266864376034	0.107220935911601	0.115509523999326	0.119102750038881	0.14312282814505	0.100427527242783	0.117383491492281	0.0982712343181238	0.699795603181382	0.707422732642198	0.686209474971985	0.68080678303256	0.679495729591923	0.690943086866159	0.690987983070454	0.682251817102257	0.679362548001631	0.693010416698621	0.689381788320669	0.67322386825016	0.682838221557678	0.679791878870884	0.67276746419795	0.680070928507669	0.689089491442223	0.670506014439035	0.679318537369693	0.696867393835387	0.660947572109801	0.692000887750134	0.681901599639036	0.675218333348134	0.69591791266964	0.664517850837655	0.70113745447034	0.699965730426217	0.706459121881768	0.682453733113998	0.688410267238585	0.701031099350837	0.700585134259501	0.709619340863143	0.631254874927822	0.698295298649817	0.670818624751602	0.668269908455666	0.681470975425066	0.681417964896199	0.67491700322418	0.706828965755141	0.707482771434589	0.69556504770577	0.70032552952274	0.679261618717847	0.69442297357175	0.729597920827962	0.70017499084445	0.701769046132094	0.700096303065155	0.736362301860365	0.660524872956035	0.72725263935904	0.661116508557723	0.686445764218195	0.685076240748895	0.678529603008946	0.682146251705277	0.722153551090536	0.675419698956749	0.710692367256382	0.707811636040249	0.713257151140492	0.708898502942312	0.67771611048281	0.643694728283416	0.712091108775544	0.699747355781258	0.713045738520231	0.711840108452738	0.712461273195016	0.726373218759486	0.710146717168621	0.729565610973204	0.727368838281216	0.725545876539417	0.710520886990484	0.665284092783207	0.663407263109447	0.717948485905578	0.719378801943256	0.710882772952593	0.739767100069332	0.729676742533339	0.737173159567331	0.741038249861857	0.727804044241361	0.724382879954028	0.734486245107239	0.727813461246314	0.679716285984599	0.697065274768497	0.701012666641542	0.730268800486179	0.682130002531275	0.739152874953455	0.711577237576925	0.741885706880119	0.755277608033601
Calvin-Benson_cycle	0.842793783061831	0.84823557960717	0.851769116298783	0.843209314121495	0.831420459660345	0.832246886715906	0.826859960072802	0.826439695639937	0.841392244105234	0.838023898058902	0.832681236693625	0.833052070061802	0.850600202008817	0.840398159942416	0.84072437140984	0.833549469246179	0.841213720965081	0.832363415542203	0.841278260860835	0.843310979799245	0.846961083315247	0.842418065617139	0.848342968681019	0.833570687553866	0.824202658510135	0.833410910350037	0.848195687875526	0.843741518163471	0.82608469116329	0.840322982478797	0.847656273349692	0.828328108462419	0.839429416636106	0.844383540997944	0.836612690344155	0.840647322561329	0.848018874795305	0.837755695939459	0.837512944759653	0.848706348160612	0.839472511904998	0.846616728403625	0.84489884557392	0.840254847988667	0.84254171291849	0.838130278919516	0.852883163366099	0.856663656668035	0.8427415105298	0.834470894986533	0.8278678970054	0.834973043577393	0.828080000940481	0.830565998832411	0.8293570314001	0.841734475957876	0.84168376337044	0.822559957380654	0.830262290318208	0.841039923897334	0.832720785186487	0.827903651900075	0.824953468540273	0.823350177468492	0.828556306695075	0.832022435191056	0.838133829229636	0.833424739508061	0.836429789616224	0.831619767638949	0.819719836573402	0.833217649302655	0.832696914200816	0.833526154673846	0.845660280146835	0.823055355380333	0.833323928883271	0.854137961195071	0.830946680490611	0.834916950772053	0.836544800696843	0.846970423348264	0.827275127346748	0.852121448558616	0.840235922566367	0.850687203004258	0.836652069014981	0.843966072146165	0.830525902817267	0.849771780441614	0.817493994689414	0.851457045899355	0.858337763295737	0.847050905835884	0.846864107464779	0.851143836428464	0.830900927560298	0.861765114477418	0.834322765356578	0.835184020836671	0.878840531149118	0.875690816831361	0.835463218153721	0.90333751883432	0.835379498623969	0.840383668707875	0.840473122299345	0.848798197066701	0.849051691802996	0.876329964005529	0.841335683166426	0.878982705720236	0.861222641907311	0.879315359269973	0.862752841951578	0.83993509304037	0.898493609781219	0.858873526304376	0.872907247401796	0.834118745042291	0.833534341025877	0.912930051310517	0.903444008645762	0.857116658134812	0.889734131410139	0.909444052548264	0.902776966453872	0.858114255398499	0.838165285222706	0.836789019244519	0.879319689778756	0.881248988251556	0.860281092303488	0.897039470423479	0.89424130753767	0.863398576176219	0.911227270468299	0.894037530373839	0.865945302438921	0.87904034022101	0.900800596145696	0.845295668426527	0.859912975772986	0.862673189314253	0.899512451204092	0.846341472023873	0.941734575026705	0.866954062100751	0.912843916923704	0.936558990032685
cAMP_signaling_in_bacteria	0.743551063022796	0.758663786144436	0.764416877336424	0.751689501814823	0.740818105481459	0.751638813969246	0.728667511763402	0.764943648591162	0.759517091116629	0.763163059066248	0.744072137246648	0.753549685972277	0.757652062371961	0.752351494097009	0.751234528654221	0.74515767620226	0.751493801022054	0.745640725885364	0.750676688650215	0.750753323731496	0.760982740189748	0.752426733057371	0.755642661682319	0.742792588770364	0.750056381538131	0.742889044202813	0.755532189144721	0.754546503523458	0.728194396651725	0.766712486661128	0.751930339463837	0.724746327800129	0.755963970268632	0.766916032740718	0.758399101123424	0.756679951350993	0.752977771868485	0.760258849280479	0.752651132857503	0.768321118476036	0.754716583613466	0.751997462505507	0.74991498607332	0.755314389797678	0.749942526618664	0.762942516932601	0.765584515184211	0.758432224983052	0.755736977345795	0.746464422471628	0.719779495342793	0.728062917984837	0.722318519493554	0.720945114299668	0.711537492753766	0.726559816722734	0.726586234730539	0.714894415022395	0.711213450730964	0.723156275107737	0.71301150253286	0.711943727733935	0.71709551823212	0.720464748423902	0.712725098223834	0.71744933661561	0.726316142913987	0.729015818777948	0.727246115897891	0.716621254953197	0.707533587795584	0.729036801969101	0.714090874615165	0.722185982293604	0.728795459036842	0.710223548904771	0.718730288021758	0.7406529570886	0.719176202399054	0.717047220288602	0.72458097045493	0.739052765097273	0.714776592859628	0.739342858605549	0.733531014691106	0.739380155182351	0.711300767860979	0.718517626006826	0.706452230782017	0.736359357248688	0.707473307688958	0.729205099332103	0.746061044199885	0.73105257342269	0.727121592348584	0.729388441945843	0.722623471275397	0.740150647520489	0.720196930649416	0.720591572604976	0.740968695584226	0.739838616238469	0.727533271549764	0.767560220175702	0.725756400437865	0.728706777796151	0.725337784099448	0.728950172506479	0.731974545625493	0.745039404143294	0.729915682109848	0.764408013645456	0.742324132309087	0.766168436574621	0.743042636878026	0.729086142486935	0.750943031696842	0.74012913443381	0.753626289994564	0.71825484070257	0.716819909925987	0.767327399736519	0.764545726699624	0.741996464059068	0.750506437131576	0.770285154457491	0.764563658933505	0.746486102238956	0.721849357477012	0.720073887008183	0.729214250162565	0.735463328192149	0.750174420917588	0.757431220668633	0.752419824570373	0.740739712560878	0.769310088132274	0.750095421900504	0.7376448591202	0.770208626503103	0.756344876674189	0.726239639807508	0.740420114448171	0.750207453456527	0.793932837942169	0.724577326047584	0.802308230519072	0.74266441640821	0.770125665879378	0.802831624416655
Campylobacter_Iron_Metabolism	0.805130184503019	0.814757993979552	0.824458301188568	0.794012582534478	0.796086357650016	0.80417446046903	0.787954874753485	0.809934660528119	0.812632031897951	0.811780401946035	0.802921321507919	0.805441329308274	0.814911334728431	0.80918673909987	0.805828307119597	0.800728658540705	0.805615992106508	0.801735817911697	0.808385934216163	0.81411060861015	0.813814385142066	0.800709827719405	0.812925196508503	0.801780387238155	0.794703670122753	0.802314926909356	0.811168088862512	0.812250100754514	0.791949339010921	0.814760539684119	0.809943940053378	0.791044691160544	0.807344108785137	0.818146850311164	0.814529185208276	0.807994758436688	0.809543932684275	0.815677454514088	0.80545593366731	0.819497502026424	0.808189645790225	0.81339154034516	0.805762186375862	0.80878274034663	0.81363767060334	0.81034726828841	0.825221106733944	0.805462782526919	0.806201747674266	0.805085859702466	0.743860617850483	0.758209144704378	0.758646383989347	0.748105481349236	0.749803856867658	0.761481204896755	0.761681284590968	0.751521069838915	0.746055506028804	0.761539740185369	0.748037682186164	0.751145922640775	0.754361656498112	0.749012141503044	0.752350840298071	0.751880518455961	0.753073800730419	0.754669673552769	0.761420426004174	0.743315436476001	0.754973415633038	0.765802118544495	0.739080566672871	0.759346144322295	0.760762858437892	0.758848016755592	0.747879975546291	0.768120789720371	0.750806440389985	0.740732846967666	0.750895787716025	0.776258094660114	0.74640218214296	0.770888021540774	0.759111875853362	0.763328882394421	0.734251400477242	0.741174282640245	0.739075359969456	0.760799422813208	0.749633239977254	0.770687541686002	0.77563626025062	0.761281614594378	0.764994577911317	0.752444172821687	0.764942957825597	0.779394785620622	0.751155269962698	0.753206092682621	0.768135902148845	0.771696698677315	0.750004688460005	0.787133781378736	0.748993668618321	0.756440389921385	0.75525181165463	0.76304920591536	0.76549582075368	0.789754051911913	0.746340900616628	0.691333887828589	0.752588069016673	0.717246489447564	0.737075116713017	0.748756162389329	0.76657814623031	0.771005479123125	0.776825997433267	0.736279086911047	0.743189697924834	0.706486760076368	0.796168910214605	0.768517528356902	0.785728614884712	0.712671423260245	0.797292907738863	0.776308491431471	0.765573437706023	0.763747242225815	0.791927693557799	0.7955380637696	0.778269750858768	0.777888947466078	0.751609884296118	0.78240173692762	0.711852325944432	0.752244490242448	0.782615277961723	0.773099659599939	0.783289977022427	0.716253285888804	0.756853360336608	0.74685807106971	0.815598384752798	0.73318292521275	0.789070908862816	0.763356737165784	0.762696704662819	0.79744569269668
Capsular_heptose_biosynthesis	0.747295420982506	0.746818918291802	0.766388797451725	0.738972593269835	0.729809913329395	0.731843708367122	0.711471831397968	0.746852174046893	0.741626059981018	0.749949994822034	0.747890159863732	0.733975782317436	0.762911415969487	0.733044835529754	0.748670992353208	0.742116243297773	0.749529884034225	0.748170460387716	0.737704123268113	0.754493165503956	0.740829169981923	0.7644431360912	0.756800028179336	0.744496978382005	0.726943036169968	0.748473347878535	0.753640466373394	0.736269557160333	0.711762790179956	0.751179929660304	0.743082323688411	0.709527463097893	0.745357325003319	0.740524768276667	0.753489046942607	0.744943895207301	0.743015237794829	0.755354754728366	0.739854966296878	0.752706318249427	0.745570870761107	0.737401295965834	0.727321528633493	0.745002154485795	0.752940605758702	0.740170443238212	0.765605398779584	0.750664684279208	0.755476605081869	0.750647913551873	0.687671109965981	0.694969298627441	0.702339883710391	0.702875733132325	0.699664993407004	0.716383321931859	0.715538424296387	0.680467836683839	0.705156624818895	0.713262866243917	0.699337601063149	0.70103236645676	0.683417694704995	0.688703315541997	0.702456477877801	0.703486443852156	0.715704886003906	0.690753150448096	0.720808291782609	0.692348110201935	0.697359217874305	0.684531769686061	0.699744786172762	0.716298049149299	0.714826976074148	0.702404852246231	0.6959825291101	0.727043939858723	0.678971921596207	0.70181189318068	0.712433924024486	0.730641711587378	0.691208576729424	0.726392891701956	0.701518564867673	0.726859659390277	0.703518817529903	0.711340360660364	0.696489815909548	0.725364643003212	0.674599177251624	0.708116369503327	0.731912130800982	0.715513066407133	0.700617387316985	0.701484779880201	0.683991879908469	0.688308827203412	0.694820133753442	0.697086085671047	0.761167738493521	0.738501029887424	0.689813103641594	0.734198237364977	0.688200800100378	0.697615032347963	0.693653682514058	0.694998416205175	0.700696488371561	0.705171993005549	0.710491162139389	0.717251300146714	0.715231175939515	0.698740833108454	0.715462188666163	0.694724355443235	0.732024346680657	0.714902074802032	0.719581961711042	0.650094845607834	0.65002363049922	0.748569110320382	0.745802256265681	0.709937614407978	0.749488067393893	0.752445464873804	0.758006158310077	0.697287590941961	0.701560841974931	0.699021100646082	0.744505245310332	0.748483241435025	0.698880058579895	0.754432580864683	0.756177205901056	0.739333049210739	0.738894711214658	0.755891537026487	0.736080338832202	0.684677432977173	0.732637428865578	0.704425683883946	0.716481076513644	0.719202809012608	0.717818149843369	0.7046504771055	0.780178493845629	0.729868082373044	0.73941584251678	0.773580303960115
Capsular_Polysaccharide_(CPS)_of_Campylobacter	0.104971159689859	0.131804207212161	0.142167740415456	0.312272395144289	0.080834888443681	0.0900032405797332	0.474756021818214	0.10923203828467	0.123677469885357	0.119118836037238	0.0915392792114374	0.0933937002613849	0.124171536104873	0.21423410546081	0.10889389487371	0.0904853449595784	0.110688414286257	0.263213422090956	0.119080840241748	0.120693361662424	0.124321191521522	0.124494032990193	0.121954893721774	0.112614839983945	0.383200775878315	0.2170493292204	0.121754963415293	0.275802033234373	0.241447288605478	0.121712428040444	0.11476262311244	0.00424929942910028	0.110925242315271	0.131140256660691	0.128554523924706	0.21668645930774	0.114669747234333	0.292820389430496	0.107621495941625	0.124593885424875	0.106314779456597	0.315830972469254	0.254118221887731	0.107220935911601	0.115509523999326	0.119102750038881	0.14312282814505	0.342413710738237	0.117383491492281	0.0982712343181238	0.359198182150955	0.307147992798218	0.637907269428924	0.635198319085301	0.624975491598022	0.624202646887357	0.624746399723383	0.361160653600031	0.620075948261099	0.637214226751655	0.64504567354621	0.620604602554113	0.359786643438272	0.632501590211949	0.621766391942954	0.402661111278903	0.620752921611785	0.396092066680377	0.662067540291608	0.604341126412358	0.60780108104482	0.342473604351351	0.587479314603839	0.652201932679079	0.641245657757377	0.610618542726312	0.609890436295288	0.637047273508799	0.595267130272881	0.59200770470088	0.616031603446168	0.666685619284293	0.586363099784869	0.60413839824674	0.510827971351986	0.634655855563896	0.639448115094334	0.659503713163611	0.646094222833824	0.632306985481434	0.576044197252709	0.601555827839092	0.640767097971555	0.638908038486192	0.60820497872586	0.649333357997397	0.0829703962504243	0.633747323118248	0.61482506115397	0.617700490299436	0.61085462494072	0.121057168794725	0.494702976809972	0.145741770690297	0.494218488572539	0.0715937867509751	0.0690501406830894	0.541757826262017	0.49808975826978	0.484618803069598	0.0738570305331574	0.624372607779605	0.0999806278279458	0.586217400660094	0.102317564914549	0.0748997919745885	0.605203393168699	0.105527359672106	0.109258483362456	0.0695633467310749	0.0653211063196847	0.627832178111325	0.62474964114716	0.0968350431758784	0.135367170098737	0.633353698353616	0.620311991681953	0.0979340039125311	0.568479670611184	0.55964417902656	0.473887723598038	0.482417518010348	0.0978234590000888	0.143351856720867	0.669840213289448	0.677968962709235	0.143132612507547	0.672910589665001	0.674460868942831	0.569007739339821	0.553655917531032	0.0862782378924174	0.546201814026906	0.548265072546576	0.141927228894785	0.0874620984158454	0.656646537961166	0.462753480756412	0.145514441651645	0.183750002624617
